database_identifier	chemical_formula	smiles	inchi	metabolite_identification	chemical_shift	multiplicity	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	16K-008_CrAdj	16K-021_CrAdj	16K-030_CrAdj	16K-031_CrAdj	16K-033_CrAdj	16K-070_CrAdj	16K-072_CrAdj	16K-074_CrAdj	16K-077_CrAdj	16K-092_CrAdj	16K-096_CrAdj	16K-097_CrAdj	16K-099_CrAdj	16K-100_CrAdj	16K-103_CrAdj	16K-105_CrAdj	16K-106_CrAdj	16K-107_CrAdj	16K-108_CrAdj	16K-112_CrAdj	16K-114_CrAdj	16K-116_CrAdj	16K-121_CrAdj	16K-129_CrAdj	16K-136_CrAdj	16K-142_CrAdj	16K-149_CrAdj	16K-153_CrAdj	16K-158_CrAdj	16K-162_CrAdj	16K-183_CrAdj	16K-188_CrAdj	16K-190_CrAdj	16K-197_CrAdj	16K-215_CrAdj	16K-217_CrAdj	16K-227_CrAdj	16K-231_CrAdj	16K-233_CrAdj	16K-234_CrAdj	16K-239_CrAdj	16K-242_CrAdj	16K-250_CrAdj	16K-252_CrAdj	16K-262_CrAdj	16K-263_CrAdj	16K-271_CrAdj	16K-276_CrAdj	16K-278_CrAdj	16K-283_CrAdj	16K-290_CrAdj	16K-292_CrAdj	16K-301_CrAdj	16K-306_CrAdj	16K-307_CrAdj	16K-308_CrAdj	16K-311_CrAdj	16K-317_CrAdj	16K-318_CrAdj	16K-319_CrAdj	16K-321_CrAdj	16K-336_CrAdj	16K-340_CrAdj	16K-348_CrAdj	16K-351_CrAdj	16K-353_CrAdj	16K-354_CrAdj	16K-360_CrAdj	16K-365_CrAdj	16K-374_CrAdj	16K-381_CrAdj	16K-400_CrAdj	16K-402_CrAdj	16K-405_CrAdj	16K-414_CrAdj	16K-435_CrAdj	16K-436_CrAdj	16K-439_CrAdj	16K-440_CrAdj	16K-442_CrAdj	16K-452_CrAdj	16K-456_CrAdj	16K-458_CrAdj	16K-471_CrAdj	16K-476_CrAdj	16K-493_CrAdj	16K-496_CrAdj	16K-505_CrAdj	16K-522_CrAdj	16K-577_CrAdj	16K-581_CrAdj	16K-601_CrAdj	16K-606_CrAdj	16K-615_CrAdj	16K-630_CrAdj	16K-634_CrAdj	16K-638_CrAdj	16K-642_CrAdj	16K-644_CrAdj	16K-651_CrAdj	16K-667_CrAdj	16K-678_CrAdj	16K-685_CrAdj	16K-686_CrAdj	16K-688_CrAdj	16K-695_CrAdj	16K-711_CrAdj	16K-719_CrAdj	16K-724_CrAdj	16K-725_CrAdj	16K-730_CrAdj	16K-737_CrAdj	16K-743_CrAdj	16K-755_CrAdj	16K-756_CrAdj	16K-771_CrAdj	16K-785_CrAdj	N-1_CrAdj	N-10_CrAdj	N-11_CrAdj	N-12_CrAdj	N-13_CrAdj	N-14_CrAdj	N-15_CrAdj	N-16_CrAdj	N-17_CrAdj	N-18_CrAdj	N-19_CrAdj	N-2_CrAdj	N-20_CrAdj	N-21_CrAdj	N-22_CrAdj	N-23_CrAdj	N-24_CrAdj	N-25_CrAdj	N-26_CrAdj	N-27_CrAdj	N-28_CrAdj	N-29_CrAdj	N-3_CrAdj	N-30_CrAdj	N-31_CrAdj	N-32_CrAdj	N-33_CrAdj	N-34_CrAdj	N-35_CrAdj	N-36_CrAdj	N-37_CrAdj	N-38_CrAdj	N-39_CrAdj	N-40_CrAdj	N-41_CrAdj	N-42_CrAdj	N-43_CrAdj	N-44_CrAdj	N-45_CrAdj	N-46_CrAdj	N-47_CrAdj	N-48_CrAdj	N-49_CrAdj	N-5_CrAdj	N-50_CrAdj	N-6_CrAdj	N-7_CrAdj	N-8_CrAdj	N-9_CrAdj
CHEBI:15347	C3H6O	CC(C)=O	InChI=1S/C3H6O/c1-3(2)4/h1-2H3	Acetone	2.222(s)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								21.78551038	9.639993175	10.35794491	128.3203923	16.57488104	39.35532234	4.018574745	13.33911201	49.15247213	14.82788214	25.39132208	76.28983039	161.4365721	24.74887174	8.08940926	7.000096553	28.5	13.95598497	4.376367615	23.95964691	219.8182605	58.97729129	7.601550288	9.347653142	10.49144119	13.0387931	26.03012849	55.98181302	4.427849189	19.19466687	9.846944236	77.85771383	198.5999233	7.593538589	13.36509197	11.31730049	33.95232816	5.336639534	58.53603092		10.43069409	6.927527406	87.05928698	23.72844117	4.360837965	131.4904744	14.23955623	3.424940167	14.8547977	3.234632951	72.08194117	11.67245834	13.54562738	7.711499206	3.859157816	166.454892	11.40167542	5.754971041	5.966257063	320.7821229	10.55828243	2.848773343	27.0508304	42.30910426	3.747184197	21.65941844	7.713668621	41.70446985	9.417845723	9.611760271	14.44350042	3.427061398	116.9132347	19.82031411	9.173765414	12.55614537	29.62962963	8.38006833	4.974546131	2.474189016	4.699354546	15.55476275	6.204054877	4.618536653	3.37750065	3.914454841	69.08071577	11.23457799	13.30587676	1187.830222	1.419014798	2.306883333	221.5578163		6.323244246	40.55631957	18.76205506	7.971582009	1.97146847	3.503163503	4.673949024	3.060616642	7.863089732	37.3548424	39.76629106	613.8319976	7.904585359	1.354722174	10.55234955	6.481572967	8.241563055	7.839237515	16.34654679	4.142511658	5.463407447	5.867106807	46.68288069	6.665420794	5.476278829	142.1641791	2.021259756	0.567920334	1.012108498	5.045083727	3.523478726	3.256131506	1.133030157	2.284825057	3.305401204	3.704473065		2.98488505	2.169961533	2.766331441	8.698453608	2.754741054	2.948474675	1.624827362	3.180328772	8.205494113		2.33888968	1.378262826	1.382123895	2.842477659	4.949010198	6.045705534	3.606732567	3.584001357	2.431750401	1.601386612	2.724037142	2.401585046	2.97345249	1.371397667	1.581781738			1.537442642	2.250208689	8.197455653	1.91879178	3.559685878	39.83162816	19.99210838	
CHEBI:16449	C3H7NO2	CC(N)C(O)=O	InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)	Alanine	1.49 (d)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								38.70308603	47.17624979	56.78537055	47.4049857	75.44244239	34.48275862	64.47579925	45.79601271	64.77682457	37.33193478	41.27364503	35.55460933	21.64636857	44.54796914	103.4060671	97.56686299	105.5555556	12.34567901	23.81631941	34.60837887	46.51665945	76.13135109	40.57728957	45.18032352	22.71830875	33.18965517	34.44838281	29.21284456	23.95664673	35.97563312	113.6679867	27.17825739	140.774837	434.626536	40.49225883	56.50328701	49.47339246	31.53468816	68.42464196	35.37546229	43.34329993	31.36419001	53.18101241	52.58339741	16.84480547	80.56281908	34.34077717	36.18882562	24.93643217	27.26042864	18.34912636	46.95714158	33.65019011	95.03288728	50.47641816	81.57560356	62.30990128	9.038255801	9.522304319		56.85228998	21.39875503	126.0694514	19.91556535	41.6955467	143.1738723	83.74840217	17.63140386	27.94690963	24.26069972	27.18776551	54.00718444	10.6357457	37.10307935	10.60344314	37.36218865	23.39800118	28.55669439	37.21611381	21.70260859	41.52040162	22.33321441	36.03034134	29.06552766	36.8926994	24.25052511	13.93902158	37.13538688	40.86805006	72.82493836	9.629028988	25.00254436	77.7354974	40.22383147	80.7689065	67.15275435	10.34543223	17.08995301	22.79510419	23.45654346	22.66799073	89.27140891	43.11208757	86.95154739	86.62731771	562.4814485	25.77734252	15.46103561	92.6078593	33.43543128	17.76198934	20.98642662	96.98951097	48.07859201	21.49758751	22.43684801	43.30495879	125.6462966	25.62718573	155.9701493	44.54077222	26.07537674	39.65625115	25.02146844	47.67550598	18.85405178	14.76043397	38.68147069	53.85123908	41.58011356	60.68470339	54.07087514	31.32353563	80.42532346	46.71391753	36.97152468	42.59232229	22.31816441	35.35534323	50.83838744	43.51312343	24.64738567	70.24921242	42.66473487	28.09758492	205.2089582	267.6232316	214.4002137	322.3056368	43.49621473	41.63605192	70.30799515	50.5133388	18.05427783	43.34389245	21.09444807	31.82039813	13.00531992	43.14300582	26.20404312	54.69449919	37.24106627	80.48694329	10.68839352	81.54675786	23.79388234
CHEBI:15676	C4H6N4O3	NC(=O)NC1NC(=O)NC1=O	InChI=1S/C4H6N4O3/c5-3(10)6-1-2(9)8-4(11)7-1/h1H,(H3,5,6,10)(H2,7,8,9,11)	Allantoin	5.3962 (s)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								923.3751014	1350.452141	798.1575691	174.9080507	931.4548468	660.4197901	1094.927666	999.2295098	767.4996892	1085.677505	1051.674909	1048.683557	874.6999733	1397.728927	1135.391166	1079.318335	1060.555556	481.3472893	856.0079916	1083.683621	432.9294678	1843.979742	946.3608916	873.3426147	811.6273566	493.2112069	775.5870625	1145.382211	641.7407395	734.205586	1506.95708	828.13749	1922.803989	710.6171476	867.0107185	848.464675	701.9817073	688.7499326	630.0295522	768.1299244	697.966357	835.2618758	1814.949773	831.9967776	1025.480975	729.7970365	1071.254968	887.3483536	1239.550341	751.2791041	805.006299	872.8503965	937.6425856	3705.942391	635.3266623	930.8767471	564.6293181	453.2777511	467.422656	767.9329609	1385.289029	581.5232516	1988.676397	566.8135095	704.3190088	1512.535175	969.2334817	831.4885381	1173.375969	608.2136861	1271.736052	852.9047442	984.1663335	869.3505247	1038.422589	1007.145774	1446.560847	870.6890995	821.4742323	830.6707801	540.388027	924.5808063	631.6898441	1031.287981	965.77033	919.9684934	495.0080639	1874.131874	1220.814193	1596.600916	44.90168255	614.3603487	1139.784111	700.9874918	1220.554759	710.7345806	575.1358934	946.5204744	694.3402426	603.5964036	642.5024826	951.2766263	627.486124	1258.166009	1271.925118	1312.852478	678.4302753	460.5195252	1578.785381	870.2697362	605.3285968	537.4333277	2338.782182	795.0266718	634.4305165	621.5006899	574.0440481	1176.820532	522.4055145	934.7014925	893.6768663	543.8228872	592.341099	520.330614	653.6971478	515.0727378	409.9784259	756.4129482	682.1454734	738.6096109	879.1063821	766.7979169	824.8812862	914.6327407	813.6275773	714.6958186	709.6482265	513.9909242	783.8477848	512.6650018	714.6522692	506.173719	786.200495	947.2695904	497.9448273	742.4515097	968.8847689	863.3258273	1128.006108	799.7247075	824.638746	873.0837293	1857.245782	815.2516756	915.8232249	698.1694801	799.7710458	506.9661012	922.2172288	797.6263928	730.6486293	854.935215	748.4579223	590.8005285	912.3240826	710.5227635
CHEBI:17750	C5H11NO2	C[N+](C)(C)CC([O-])=O	InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3	Betaine	3.253(s)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								13.07130623	22.35113462	35.56533297	9.399264405	23.20483345	15.74212894	29.02303983	20.77915824	11.18985453	24.88795652	59.14444501		27.91359232	34.72121124	34.32676956	38.13845708	51.88888889	9.796027912	19.28138775	31.77105226	32.6698399	555.9549093	24.23930965	21.9769292	21.77171255	7.974137931	43.30970315	19.89201478	16.32356343	14.63545458	22.26265653	39.64828137	126.6781741	63.92378849	72.5155485	21.21993842	10.39356984	66.78885235	31.71175267	17.8485287	20.90703672	23.29476248	146.1493008		27.10560068	31.00485618	26.44897492	22.20021457	46.48258018	17.597217	107.1369886	42.14559387	23.38403042	60.78475845	15.70984598	21.34688691	18.64029498	16.45331464	18.17535264	28.04469274	26.80179385	28.34126694	61.90236537	69.75036711	14.12233582	21.44623518	10.88729228	17.14752314	6.877217574	21.69071035	80.78448032	10.48763368	24.55017993	51.98546053	32.82301781		22.8101117	8.315606266	18.24775099	10.53821247	17.04223757	16.19693186	11.05024114	13.92506164	9.6778384	49.74221883	53.29851778	22.10147888	86.01298907	65.25184924	15.00101358	23.64555416	22.28779995	22.05398288	25.96745637	100.4177586	5.961774505	19.66323562	23.06891925	11.78821179	11.71797418	35.12519771	46.96654332	134.7748985	124.7838789	285.841496	17.69787695	23.84741098	32.64633141	22.70526628	22.73534636	9.698957782	38.27816374	24.39221948	10.04284785	9.967634202	33.57654371	76.24743039	4.228092073	75.74626866	19.10455758	28.83664457	40.90758529	4.583512237	15.96419745	9.282600704	4.438994863	11.8934407	21.22603584	43.55352444	21.3672441	78.55963419	12.72386535	14.55205602	36.8878866	21.22600476	15.18026565	6.348432622	18.18707492	28.36246878	26.88833057	24.58802299	35.06131863	17.69118586	6.646080857	49.29014197	33.45290395	17.34666616	36.32777707	20.87634779	25.56566627	45.93084525	21.53421258	15.16296491	69.6515491	103.2022024	13.22846664	35.55946048	88.97062302	46.63738976	19.93370364	33.50664356	13.2876824	18.78514805	25.30580034	23.95586793
CHEBI:17126	C7H15NO3	C[N+](C)(C)CC(O)CC([O-])=O	InChI=1S/C7H15NO3/c1-8(2,3)5-6(9)4-7(10)11/h6,9H,4-5H2,1-3H3	Carnitine	3.233 (s)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								33.3844166	54.85412046	33.31958385	131.9983653	41.11639844	78.71064468	82.42543311	78.18067996	112.3544283	347.0964051	991.9441187	233.6242992	28.49142146	181.3218809	228.3661522	213.9615719	222.4444444		63.64760727	69.35687264	29.20813501	189.3481457	60.76957667	4.640678865	17.59091268	17.02586207	55.1617191	29.32651321	21.21402373	12.08765948	57.90431339	12.62989608	97.14230917	7117.492752	83.49874289	35.8658567	35.61529933	112.0694302	18.41327574	78.30840971	38.82409331	11.34287454	328.7374434	22.04401479	267.2082086	174.6980451	16.38406771	47.08261121	110.0057992	64.74351802	319.9868544	445.60278	46.81558935	564.6405081	24.14535023	197.9669632	11.09581825	1.14361604	1.185349085	55.30726257	13.94823264	35.5108019	66.68344238	876.376652	4.916825507	181.8026776	136.0691145	966.7332003	34.51749967	16.56786485	29.66581705	4.479953755	358.2566973	64.19312804	820.3371657	69.31400572	122.8689006	72.1330497	21.5718636	130.6891075	22.38327105	83.33927934	32.378143	55.5613432	56.50818394	61.22302845	62.97519392	9.600457554	143.0381752	16.46706587	53.41577134	13.11191777	112.293236	111.7577354	24.70280752	285.0099899	143.608627	9.845603043	13.54015498	37.22943723	37.52399868	44.84111497	291.7823003	311.0233968	302.0926489	33.54111012	23.43394775	63.65043867	60.18136851	68.33316866	23.09058615	36.38077772	239.0682468	94.15535576	36.77057372	38.87764181	169.1663289	138.6968168	15.43928302	31.71641791	8.279859242	12.72924888	39.58264326	14.10476599	8.583260971	13.54970852	34.79023421	17.3029184	60.89085029	281.3322255	18.36112373	49.99364918	23.91184884	78.99893381	404.6391753	8.815171374	16.14362867	10.79349605	14.4147369	50.83838744	2.352060726	22.36785867	75.77632763	25.10699545	7.075519928	16.09678064	17.49224134	10.01870158	22.28867116	16.42578573	24.41643588	7.396655598	33.12186043	5.733342095	19.31546009	76.49303292	15.15761803	18.61488998	65.11660911	5.280731681	38.25479305	6.787983824	73.06866661	23.43485331	40.53663028	8.405251933
CHEBI:15354	C5H14NO+	C[N+](C)(C)CCO	InChI=1S/C5H14NO/c1-6(2,3)4-5-7/h7H,4-5H2,1-3H3/q+1	Choline	3.191(s), 4.057(m)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								5.979746988	21.24210886	9.16632293	26.56313854	23.95337646	13.49325337	9.198071084	11.94259848	3.688507605	7.294745876	31.15280681	29.80625931	12.48999911	11.20978308	23.94890899	23.70377522	17.61111111	0.268384326	3.45669616	7.39106067	16.65945478	42.96683548	13.10464444	3.513656855	4.338565907	11.09913793	10.85511741	10.85535664	1.123484123	4.271866978	8.883656213	6.714628297	23.30264672	5.384509181	12.30647082	14.06341017	8.384146341	21.88561264	11.82086838	9.808650909	2.853034487	8.7545676	25.90112271	6.078582152	3.591278324	14.1949944	5.575729849	4.043905257	24.71338716	4.963839245	44.25699732	12.38528023	11.40684411	26.65003402	6.266862471	21.60101652	6.779833818	1.62319696	1.8570469	10.39106145	13.4538649	3.097766386	28.56064419	7.06681351	5.54496621	98.44802592	10.22612069	5.564628319	8.016119848	6.167974506	9.983007647	5.966390024	12.15513794	18.17433647	24.66194079	6.839526337	13.40388007	4.318958293	7.856993422	3.894556784	3.699090326	8.847663218	3.160556258	7.361877973	10.26240582	3.723505824	6.950311036	83.29928916	9.028987803	103.2934132	1.824447598	9.414119483	5.591364448		11.04459995	16.47681569	20.16482553	5.538151712	7.502532789	5.181485181	4.991724595	12.7765339	22.35584335	53.54384761	50.85554164	13.06025527	2.833059354	3.33304662	21.98406156	11.85653592	3.410301954	4.868850977	24.79226263	8.585876118	2.123976378	5.235264536	10.13376571	24.48140534	2.181515591	17.91044776	4.079048303	3.397730277	2.723491958	1.835551739	4.291630486	3.334908881	2.041006379	3.507515222	5.431578195	11.97895028	10.07807262	8.294169948	4.692189548	5.316543238	14.81958763	3.450675636	2.744124945	2.866659703	4.061458821	3.567606136	9.194419201	2.600085482	6.97569757	3.250374127	2.33124067	13.64727055	10.19709	4.102896836	31.15324257	6.721725166	4.860679365	4.41413318	4.282826666	2.39847549	4.114193	6.133932237	2.60753429	3.282708814	11.50716685	5.480346968	2.911664576	5.240571098	4.646612864	5.454299072	8.838616336	6.965380081
CHEBI:30769	C6H8O7	OC(=O)CC(O)(CC(O)=O)C(O)=O	InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)	Citrate	2.69 (d), 2.547 (d)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								903.7230686	2808.565091	446.3999267		335.0264663	703.5232384	30.0053581	32.04757777		107.7047773	236.3483404	403.7328791	257.6673482		123.2570516	119.2913006	327.8333333		14.31833317	381.1825697	150.5841627	337.363176	12.54791118	4.905860514	2355.13134	1284.051724	58.92778024	31.42938335	55.38115851	28.0832152	49.50230119	50.99920064	3425.968546	447.1903907		1476.158775	751.1779379	24.79650693	100.1363946	82.64994372	61.80813914			434.7284778	792.3899102	625.5758934	593.7151517	1034.744574	47.99928626			141.6733494					181.8830606			21.45251397	18.15035842	162.5411937		92.51101322	10.67839196	264.9867826		382.296014		396.8920262	296.0917587			438.1729648	65.22904629				41.16785606	248.3199951	93.77948892		7.819450297		491.4263445	560.8411304	24.34528838	161.9413351	2940.757168	264.529764	83.5191567	129.3890152	35.80026404	31.00724161		1156.361089		2394.159767		26.6000666	22.4428997	81.15769365	30.3923836	280.5331503	272.4020748	2951.024043	389.9828617	334.121796	352.0747458	113.7634621	530.7992895	24.64129354	75.73900014		26.27346503	23.31369035	31.21199838	271.5380303	11.5372938	534.3283582	10.54464427		35.00055206	9.435379991				11.57233015	46.16841466	42.65337211		301.1685507				51.87612364			153.2340226	71.17374242	41.32143048	288.6569787	6.610036004	44.38047488		268.4463107	83.59195518	32.05984504	34.48275862	430.4427621	162.7573993	85.65804386			21.0538515					3.919718361	11.91542734			13.55105359	43.50914113	126.1057766
CHEBI:16919	C4H9N3O2	CN(CC(O)=O)C(N)=N	InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)	Creatine	3.9187(s), 3.025 (s)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								458.7277262	930.1313769	335.8082405	443.8087454	690.0497246	27.73613193	949.2766565	25.6669556	50.35434539	817.6313531	236.832713	898.0909801	1360.209796	502.4020964	865.6200106	827.8459013	844.2222222	4.025764895	9.40284781	883.6696091	88.7061878	27.60986767	813.7084859	14.81702466	29.10783308	5.818965517	5.095259194	149.0196078	257.7735188	109.8425348	1242.213422	41.4068745	868.0475643	683.418473	5.822416303	222.6013148	829.1990022	318.0421541	16.02636963	52.42000322	80.54686965	1193.285627	689.5804609	6.627851624	229.2432664	1168.721205	217.8537729	916.5635058	313.1105857	511.4992219	977.2689927	1312.483293	26.56844106	270.4694942	190.8917045	1674.968234	49.82073372	2.2134504	4.701884705	408.3798883	438.3982485	6.363969242	39.63261198	1116.923642	15.66019754	806.0885137	11.7247763	1054.618037	6.132550703	122.3828942	479.4675729	3.654155828	1811.195522	484.466086	729.0165009	238.2605145	315.4614932	299.748598	376.6707734	66.20746533	583.0785491	191.6518016	987.0768366	47.95638435	1133.21642	12.05365667	21.77252131	21.93806684	32.47267543	102.5008806	12.06162579	710.4352546	1295.09979	222.6201448	182.5309839	1260.385583	517.9729967	478.5466547	578.1878919	22.53746254	28.93081761	179.6109525	743.8906876	502.3740061	491.9811602	184.0308697	13.74558427	177.5761225	27.91975818	95.89961466	57.76198934	50.59988893	1231.303637	67.50674026	57.3350849	65.75028046	336.0356709	20.52575843	27.39263907	1710.074627	240.7977888	308.5765762	26.02038939	26.52425934	11.53897535	486.2008298		237.1895417	11.41703443	366.3619997	10.09969939	6.363520894	134.2558018	629.7582342	24.16237113	13.65771617	17.80761933	19.16135696	7.585979018	338.5658223	566.2051638	54.11502113	414.0976598	8.902784265	25.17330934	194.3111378	27.1653702	17.72833098	125.4188404	411.9293416	228.0186138	376.8516493	506.0940221	408.5950848	14.39001777	82.60281581	128.7019567	104.5542757	35.19561001	628.06228	72.70202473	447.0784848	5.135730007	7.613998238	162.462186	165.1982974
CHEBI:17170	C2H7N	[H]N(C)C	InChI=1S/C2H7N/c1-3-2/h3H,1-2H3	Dimethylamine	2.711 (s)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								42.90994321	93.15816414	31.07383473	33.91908459	46.78393841	53.97301349	155.965351	43.34007512	101.2889055	68.99017832	41.4266048	46.76744021	36.09209708	61.21706216	32.94305482	31.52457275	64.11111111	25.63070317	19.72536708	69.84727477	50.1947209	111.2563307	29.72099099	45.44550517	52.22055691	30.81896552	59.59237926	60.86956522	20.91663087	30.01800697	92.42213422	67.46602718	121.1162255	46.38961756	25.27457986	168.1784139	43.44512195	108.8351032	36.71288929	55.47515678	21.52329217	26.03532278	67.75654914	36.76443663	51.38948268	55.28576765	39.83072656	32.47503507	62.54182094	167.1837333	45.46201457	53.55074401	72.00570342	249.0360626	20.6277108	49.30114358	19.60884267	17.04356808	17.34560828	14.07821229	51.48486882	28.08495057	81.90739809	38.36270191	31.66695547	88.04468321	45.31229338	50.80747596	73.2839809	472.3811808	44.74653073	42.46665841	43.742503	48.48775804	83.99356645	38.17884851	125.808348	33.71365951	105.3255538	27.96444499	14.73974257	77.13164467	31.74603175	117.8942251	76.38347623	61.22302845	24.49888641	75.9457472	78.8848408	85.7696372	8.919521589	198.2901924	59.8741943	25.64845293	51.68198297	48.96338774	27.17867789	37.81606623	163.2896142	25.06826507	25.79278385	33.25596204	28.96623497	64.81322579	64.38919692	56.69338083	33.75187996	19.24565629	131.2448475	35.21391167	41.56305506	24.61546409	140.1716387	30.02742389	24.51780825	25.72500677	27.36116741	33.38939762	18.05935072	44.02985075	22.18515226	14.29592566	20.97824887	17.50751395	161.1615791	19.11664303	14.52761955	27.76371204	30.76703175	88.00720122	23.5515474	23.02807062	30.12582959	26.40982048	33.18298969	39.95824393	47.3215589	26.46147418	25.23611532	34.24901891	25.60538836	21.18060502	25.32909541	28.73864514	20.91981759	24.39512098	41.79597759	25.97229113	37.11244009	22.45927965	15.42983101	21.91159804	40.04643064	42.38401892	41.21919184	38.51819653	37.20506243	37.64494608	44.20738919	21.37698254	30.63967031	37.07600891	26.16776718	24.36648824	32.53978693	21.23810981
CHEBI:30751	CH2O2	[H]C(O)=O	InChI=1S/CH2O2/c2-1-3/h1H,(H,2,3)	Formate	8.448(s)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								17.15796749	7.336631974	24.38241899	76.42010625	51.22172913	96.32683658	26.12073585	46.99990369	10.48530814	20.882998	21.46535461	26.82563338	34.66974842	33.70214005	100	96.93926813	74.77777778	8.588298443	3.916531887	5.884825557	34.40069234	40.18951152	7.665788741	4.939008221	9.939260077	21.01293103	19.93797076	5.967604433	34.46452764	4.195241562	22.04859253	21.42286171	40.18028385	6.765152561	49.09355564	17.72488974	13.99667406	19.89111099	90.81609457	10.9342338	5.181110629		19.99212133	33.98147131	7.268063275	69.97883203	10.40802905	20.05446893	39.25592185	16.17316475	14.40543353	55.51100419	12.64258555	25.17577682	11.49209385	49.8094028	12.16631833	6.603460361	7.54672251	10.05586592	32.66358275	17.55400952	25.66683442	23.03597651	9.010570092	38.58616867	10.49058932	7.197725761	5.563099566	3.169653565	19.6828094	40.44345349	10.31587365	66.5935121	17.15613272		9.053497942	7.155289112	6.043841093	7.101838842	5.3787793	7.491972886	5.478297514	7.882765566	11.04182905	3.747374451	22.38691345	25.00204265	16.79074925	28.00281789	10.03446179	24.39189877	9.008309389	13.50888743	18.88542281	43.30678014	45.76538664	8.335198031	27.28567126	9.030969031	10.32770606	18.46640511	30.89346284	42.67490418	41.55487987	65.89492431	5.071526005	30.36297953	47.04589173	18.89141389	10.51509769	11.18415105	73.69568179	6.01705604	11.6634541	12.76579283	104.9182543	17.00616707	18.20553475	114.9253731	14.52628246	7.559215487	26.94048802	17.81880635	33.68178478	14.37687096	3.95784507	9.942076597	8.290303561	37.63329179	32.15899998	6.681061857	11.83615381	17.82266663	21.10180412	12.32384156	9.224930667	7.601870873	12.79015337	13.0217624	4.223018122	33.89609156	12.86847435	4.499051577	4.703380299	36.29274145	15.47700617	9.255371932	28.50235399	19.54576738	18.59492455	23.70111149	34.94306242	6.669733211	8.479486981	7.063681808	8.416187912	5.242679077	7.285112825	10.79737234	8.779788568	10.43987786	7.717181598	2.202046209	5.182164935	9.071192664
CHEBI:18012	C4H4O4	OC(=O)\C=C\C(O)=O	InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1+	Fumarate	6.510(s)		NCBI:txid9615	Canis lupus familiaris	800 MHz library of Chenomx NMR Suite	7.1								10.93782866	3.156457942			1.924824894		1.205572424	0.192622556	2.610966057	0.524458854	2.753275888	5.677382727	3.77811361		1.383714742	1.255189727	1.388888889	2.281266774	1.205086735	2.206809584		2.450579971	0.149889724	2.220896314	15.14553917	1.50862069		0.454674623	1.123484123	0.095781771			37.59110088	0.828386028			4.157427938		0.227324392		0.136945655	0.685140073		0.695741331	5.472424113	10.33495206	2.602007263	3.466204506	1.249052059		3.012543134	0.534616413		2.608301202			1.461317565	0.07378168					1.383995974			5.883857764	3.129545555	2.328675981	1.270314074	6.647705856	1.557632399	1.754820595		0.891571223			1.881246326		0.441665311	2.24509744	1.302230778	0.856225473		0.208355037	0.779423227	5.537521482	0.076799017	0.612795163		2.817893625			0.621262716		1.686198466	3.347258621	1.402770472	13.84537928		0.03996004		0.657313641	0.61671292	1.086894342	1.252012162	2.67141585	2.378370816	1.311715121	10.22258862	0.237130718	1.278863233		7.08350361	0.775274528				2.585186569		2.985074627			0.533657208		4.024447265				0.946952777	1.904168398	0.259521183	1.829035946	1.986782962		2.094072165	0.579945485	0.40869946	0.499054118				0.890440234	0.042191719		0.388540112	4.299140172	4.675345613	4.656310828	0.699834585	0.29823354	1.318788975	1.053824588	0.380250966	2.39847549	2.878003554		2.671132687	0.588956581		0.108881066	0.985486472	1.671205744	1.385831907	0.101632902	0.815467579	
